,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
北洋博　芸能ニュース　提供[丸井]今井,北洋,博,芸能,ニュース,提供,丸井,今井,,,,,,,,,,,,,
北洋博　芸能ニュース　［ボーニ］森屋提供,北洋,博,芸能,ニュース,ボーニ,森屋,提供,,,,,,,,,,,,,
北洋博　芸能ニュース　札幌酒精工業株式会社提供,北洋,博,芸能,ニュース,札幌,酒精,工業,株式,会社,提供,,,,,,,,,,
北洋博　催物ニュース　川守田商店提供,北洋,博,催物,ニュース,川守田,商店,提供,,,,,,,,,,,,,
北洋博　催物ニュース　提供［丸井］今井,北洋,博,催物,ニュース,提供,丸井,今井,,,,,,,,,,,,,
北洋博　催物ニュース,北洋,博,催物,ニュース,,,,,,,,,,,,,,,,
北洋博福引付前売入場券発売中,北洋,博,福引,付,前売,入場,券,発売,中,,,,,,,,,,,
信州善光寺出開帳尼公上人御親修大法要,信州,善光寺,開帳,尼公,上人,親,修大,法要,,,,,,,,,,,,
北洋博ポスター図案コンテスト,北洋,博,ポスター,図案,コンテスト,,,,,,,,,,,,,,,
ポンと…100万円豪華抽せん付　北洋博前売券発売中,豪華,抽せん,付,北洋,博,前売,券,発売,中,,,,,,,,,,,
記念発売　北洋音頭,記念,発売,北洋,音頭,,,,,,,,,,,,,,,,
北洋博　催物ニュース　［ボーニ］森屋提供,北洋,博,催物,ニュース,ボーニ,森屋,提供,,,,,,,,,,,,,
口腔衛生週間　紳士淑女のエチケット　歯のクリーニング,口腔,衛生,週間,紳士,淑女,エチケット,歯,クリーニング,,,,,,,,,,,,
函館大火20周年　想い起せよ昭和9年3月21日,函館,大火,昭和,,,,,,,,,,,,,,,,,
初心者のためのスポーツ教室,初心,者,ため,スポーツ,教室,,,,,,,,,,,,,,,
みんなの町をきれいにしよう,みんな,町,しよう,,,,,,,,,,,,,,,,,
昭和三十二年［カレンダー］,昭和,カレンダー,,,,,,,,,,,,,,,,,,
昭和27年［カレンダー］,昭和,カレンダー,,,,,,,,,,,,,,,,,,
昭和二十八年癸巳平年［カレンダー］,昭和,癸巳,平年,カレンダー,,,,,,,,,,,,,,,,
大沼国定公園　1962［カレンダー］,大沼,国定,公園,カレンダー,,,,,,,,,,,,,,,,
生れ変った小包料金,小包,料金,,,,,,,,,,,,,,,,,,
つゝしみの日　三月二十一日大火災記念行事,しみ,日,火災,記念,行事,,,,,,,,,,,,,,,
火災を無くしましょう！　函館大火24周年火災をなくする運動,火災,函館,大火,火災,運動,,,,,,,,,,,,,,,
総合文化雑誌　海峡,総合,文化,雑誌,海峡,,,,,,,,,,,,,,,,
第5回全日本切手展　函館地区展,日本,切手,展,函館,地区,展,,,,,,,,,,,,,,
1955年［カレンダー］,カレンダー,,,,,,,,,,,,,,,,,,,
刑務所製品展示即売会,刑務,所,製品,展示,即売,会,,,,,,,,,,,,,,
刑務所製品展示即売会,刑務,所,製品,展示,即売,会,,,,,,,,,,,,,,
刑務所製品展示即売会,刑務,所,製品,展示,即売,会,,,,,,,,,,,,,,
刑務所製作品展示即売会,刑務,所,製,作品,展示,即売,会,,,,,,,,,,,,,
刑務所作業製品展示即売会,刑務,所,作業,製品,展示,即売,会,,,,,,,,,,,,,
歳末特別貯蓄運動　生活に希望と力を生む貯蓄,歳末,貯蓄,運動,生活,希望,力,貯蓄,,,,,,,,,,,,,
貯蓄増強国民運動　貯蓄は明日への力,貯蓄,増強,国民,運動,貯蓄,明日,力,,,,,,,,,,,,,
明るいくらしは貯蓄から,くらし,貯蓄,,,,,,,,,,,,,,,,,,
安定した繁栄を続けるために　あなたの節約で輸入をへらし　あなたの貯蓄で輸出をふやす,安定,繁栄,ため,節約,輸入,貯蓄,輸出,,,,,,,,,,,,,
収入の一割は貯蓄しましょう,収入,一,割,貯蓄,,,,,,,,,,,,,,,,
お手もとの現金はひとまず貯蓄,手もと,現金,貯蓄,,,,,,,,,,,,,,,,,
お手もとの現金はひとまず貯蓄しましょう,手もと,現金,貯蓄,,,,,,,,,,,,,,,,,
減税を明るいくらしの設計に,減税,くらし,設計,,,,,,,,,,,,,,,,,
臨時季節収入はひとまず貯蓄,臨時,季節,収入,貯蓄,,,,,,,,,,,,,,,,
歳末特別貯蓄運動　手もとの現金はひとまず貯蓄しましょう,歳末,貯蓄,運動,手もと,現金,貯蓄,,,,,,,,,,,,,,
刑務所作業製品展示即売会,刑務,所,作業,製品,展示,即売,会,,,,,,,,,,,,,
郵便案内,郵便,案内,,,,,,,,,,,,,,,,,,
観光切手と風景スタンプ展,観光,切手,風景,スタンプ,展,,,,,,,,,,,,,,,
新憲法施行三周年記念行事,憲法,施行,記念,行事,,,,,,,,,,,,,,,,
第11回読書感想文公募,読書,感想,文,公募,,,,,,,,,,,,,,,,
第10回読書感想文コンクール,読書,感想,文,コンクール,,,,,,,,,,,,,,,,
第9回読書感想文コンクール,読書,感想,文,コンクール,,,,,,,,,,,,,,,,
第6回読書週間感想文コンクール,読書,週間,感想,文,コンクール,,,,,,,,,,,,,,,
第7回読書週間感想文コンクール,読書,週間,感想,文,コンクール,,,,,,,,,,,,,,,
第8回読書週間感想文コンクール,読書,週間,感想,文,コンクール,,,,,,,,,,,,,,,
昭和35年度読書週間記念　第3回函館市読書感想文コンクール,昭和,読書,週間,記念,函館,市,読書,感想,文,コンクール,,,,,,,,,,
昭和33年度読書週間記念　第1回函館市読書感想文コンクール,昭和,読書,週間,記念,函館,市,読書,感想,文,コンクール,,,,,,,,,,
第2回父の日、母の日、記念感想文・詩公募,父,日,母,日,記念,感想,文,詩,公募,,,,,,,,,,,
日本歴史をよむ会,日本,歴史,会,,,,,,,,,,,,,,,,,
啄木展,啄木,展,,,,,,,,,,,,,,,,,,
第15回函館市成人祭記念　感想文と標語の公募,函館,市,成人,祭,記念,感想,文,標語,公募,,,,,,,,,,,
第16回函館市成人祭記念　感想文と標語の公募,函館,市,成人,祭,記念,感想,文,標語,公募,,,,,,,,,,,
第十七回函館市成人祭記念　感想文と標語の公募,函館,市,成人,祭,記念,感想,文,標語,公募,,,,,,,,,,,
第十八回函館市成人祭記念　感想文の募集,函館,市,成人,祭,記念,感想,文,募集,,,,,,,,,,,,
昭和23年度　開道八十周年記念文化祭,昭和,開道,周年,記念,文化,祭,,,,,,,,,,,,,,
市立函館図書館・市立ハリファックス地方図書館姉妹提携調印式,市,立,函館,図書,館,市,立,ハリファックス,地方,図書,館,姉妹,提携,調印,式,,,,,
NHK函館教育テレビジョン局開局記念　文化講演会,NHK,函館,教育,テレビジョン,局,開局,記念,文化,講演,会,,,,,,,,,,
楽しい良い子の移動動物園,子,移動,動物,園,,,,,,,,,,,,,,,,
函館山三十三観音遷座法要,函館,山,三十三,観音,遷座,法要,,,,,,,,,,,,,,
レクリエーションの夕,レクリエーション,夕,,,,,,,,,,,,,,,,,,
市民氷上カーニバル,市民,氷上,カーニバル,,,,,,,,,,,,,,,,,
国連デー記念　講演と映画の夕,国連,デー,記念,講演,映画,夕,,,,,,,,,,,,,,
1965年北海道教育映画祭　優秀教育映画上映の夕,北海道,教育,映画,祭,教育,映画,上映,夕,,,,,,,,,,,,
和倉温泉空前のアイヌ熊祭,和倉,温泉,空前,アイヌ,熊祭,,,,,,,,,,,,,,,
函館営林局創設5周年記念　森林文化展,函館,営林,局,創設,記念,森林,文化,展,,,,,,,,,,,,
江戸時代後期絵画名作,江戸,時代,後期,絵画,名作,,,,,,,,,,,,,,,
母の日記念　第8回感想文（詩・作文）募集,母,日,記念,感想,文,詩,作文,募集,,,,,,,,,,,,
母の日記念　第7回感想文（詩・作文）募集,母,日,記念,感想,文,詩,作文,募集,,,,,,,,,,,,
第10回母の日記念感想文・詩　公募,母,日,記念,感想,文,詩,公募,,,,,,,,,,,,,
第9回母の日記念感想文公募,母,日,記念,感想,文,公募,,,,,,,,,,,,,,
母の日記念　第12回感想文詩作文募集,母,日,記念,感想,文,詩作,文,募集,,,,,,,,,,,,
室町時代絵画展,室町,時代,絵画,展,,,,,,,,,,,,,,,,
文化祭,文化,祭,,,,,,,,,,,,,,,,,,
港まつりアイヌ絵画展覧会,港,まつり,アイヌ,絵画,展覧,会,,,,,,,,,,,,,,
地方自治振興青年弁論大会　渡島函館地区地方予選,地方,自治,振興,青年,弁論,大会,渡島,函館,地区,地方,予選,,,,,,,,,
カトリック講演会,カトリック,講演,会,,,,,,,,,,,,,,,,,
朝鮮動乱のニュース映画と講演会,朝鮮,動乱,ニュース,映画,講演,会,,,,,,,,,,,,,,
宗教講演会,宗教,講演,会,,,,,,,,,,,,,,,,,
北海道教育委員会委員選挙,北海道,教育,委員,会,委員,選挙,,,,,,,,,,,,,,
普選30周年　婦人参政10周年　記念　選挙人名簿をご覧下さい,普,選,婦人,参政,記念,選挙,人,名簿,ご覧,,,,,,,,,,,
衆議院議員総選挙　最高裁判所裁判官国民審査　正しい政治は公明選挙から,衆議,院,議員,選挙,最高,裁判,所,裁判,官,国民,審査,政治,公明,選挙,,,,,,
衆議院議員総選挙　最高裁判所裁判官国民審査　公明選挙　正しい政治　住みよい日本,衆議,院,議員,選挙,最高,裁判,所,裁判,官,国民,審査,公明,選挙,政治,日本,,,,,
近ずく!!教育委員選挙　十月五日一せい投票,ずく,教育,委員,選挙,一,せい,投票,,,,,,,,,,,,,
来るべき総選挙　教育委員選挙,選挙,教育,委員,選挙,,,,,,,,,,,,,,,,
総選挙　十月五日　教育委員会法公布　昭和二十三年十一月一日から発足,選挙,教育,委員,会,法,公布,昭和,発足,,,,,,,,,,,,
北海道教育委員会委員選挙,北海道,教育,委員,会,委員,選挙,,,,,,,,,,,,,,
選挙　衆議院議員総選挙　参議院議員通常選挙,選挙,衆議,院,議員,選挙,参議,院,議員,通常,選挙,,,,,,,,,,
公明選挙　衆議院議員総選挙　最高裁判所裁判官国民審査　あなた自身のもの…,公明,選挙,衆議,院,議員,選挙,最高,裁判,所,裁判,官,国民,審査,自身,もの,,,,,
第12回読書感想文公募,読書,感想,文,公募,,,,,,,,,,,,,,,,
第13回市民文芸作品公募　第16回読書感想文公募,市民,文芸,作品,公募,読書,感想,文,公募,,,,,,,,,,,,
第14回読書感想文公募,読書,感想,文,公募,,,,,,,,,,,,,,,,
青少年の保護育成運動,青少年,保護,育成,運動,,,,,,,,,,,,,,,,
全国清掃美化運動,全国,清掃,美化,運動,,,,,,,,,,,,,,,,
与謝野寛・晶子之歌碑　碑面,与謝野,寛,晶子,歌碑,碑,面,,,,,,,,,,,,,,
第12回市民文芸作品公募　第15回読書感想文公募,市民,文芸,作品,公募,読書,感想,文,公募,,,,,,,,,,,,
郷土の植物動物資料展,郷土,植物,動物,資料,展,,,,,,,,,,,,,,,
本さまざま展,展,,,,,,,,,,,,,,,,,,,
啄木展,啄木,展,,,,,,,,,,,,,,,,,,
啄木資料展,啄木,資料,展,,,,,,,,,,,,,,,,,
港まつり協賛　函館の港　絵と写真で見る今昔展,港,まつり,協賛,函館,港,絵,写真,今昔,展,,,,,,,,,,,
啄木展,啄木,展,,,,,,,,,,,,,,,,,,
港まつり協賛　郷土開拓資料展,港,まつり,協賛,郷土,開拓,資料,展,,,,,,,,,,,,,
港まつり協賛展　“箱館の文明開化と異人たち”,港,まつり,協賛,展,箱館,文明,開化,異人,たち,,,,,,,,,,,
むかしむかしの絵でみる北海道ひとまわり　開港112年函館港まつり協賛展,むかし,むかし,絵,北海道,ひと,まわり,開港,函館,港,まつり,協賛,展,,,,,,,,
郷土遊寓名士遺墨展,郷,土,遊,寓,名士,遺墨,展,,,,,,,,,,,,,
港まつり協賛　函館文学展,港,まつり,協賛,函館,文学,展,,,,,,,,,,,,,,
港まつり協賛　郷土開拓資料展,港,まつり,協賛,郷土,開拓,資料,展,,,,,,,,,,,,,
“五稜郭と函館戦争”資料展,五稜郭,函館,戦争,資料,展,,,,,,,,,,,,,,,
読書週間行事　第3回函館史跡散歩の開催,読書,週間,行事,函館,史跡,散歩,開催,,,,,,,,,,,,,
港まつり協賛展　“箱館の文明開化と異人たち”,港,まつり,協賛,展,箱館,文明,開化,異人,たち,,,,,,,,,,,
啄木展,啄木,展,,,,,,,,,,,,,,,,,,
啄木遺跡めぐり　啄木展,啄木,遺跡,啄木,展,,,,,,,,,,,,,,,,
第十回函館市文化祭,函館,市,文化,祭,,,,,,,,,,,,,,,,
第18回函館市民文化祭記念　市民文芸作品募集,函館,市民,文化,祭,記念,市民,文芸,作品,募集,,,,,,,,,,,
第15回函館市民文化祭記念　文芸作品募集,函館,市民,文化,祭,記念,文芸,作品,募集,,,,,,,,,,,,
第15回函館市民文化祭記念行事　市民文化のつどい,函館,市民,文化,祭,記念,行事,市民,文化,つどい,,,,,,,,,,,
第13回函館市成人祭　記念文芸作品公募,函館,市,成人,祭,記念,文芸,作品,公募,,,,,,,,,,,,
第17回函館市民文化祭記念　文芸作品募集,函館,市民,文化,祭,記念,文芸,作品,募集,,,,,,,,,,,,
1月15日　成人の日,成人,日,,,,,,,,,,,,,,,,,,
第16回函館市民文化祭記念　文芸作品募集,函館,市民,文化,祭,記念,文芸,作品,募集,,,,,,,,,,,,
雪まつり,雪まつり,,,,,,,,,,,,,,,,,,,
第三回成人祭　スクェアダンスパーテー　青年の希望を語る夕,成人,祭,スクェアダンスパーテー,青年,希望,夕,,,,,,,,,,,,,,
家庭生活科学研究会,家庭,生活,科学,研究,会,,,,,,,,,,,,,,,
第8回函館市文化祭,函館,市,文化,祭,,,,,,,,,,,,,,,,
第16回函館市民文化祭記念行事　市民文化交歓の夕,函館,市民,文化,祭,記念,行事,市民,文化,交歓,夕,,,,,,,,,,
五稜郭戦争資料展　100年記念,五稜郭,戦争,資料,展,記念,,,,,,,,,,,,,,,
国宝重美　桃山美術展,国宝,重美,桃山,美術,展,,,,,,,,,,,,,,,
ゆかりの能登で　アイヌの熊祭,ゆかり,能登,アイヌ,熊祭,,,,,,,,,,,,,,,,
第九回　社会を明るくする運動,九,回,社会,運動,,,,,,,,,,,,,,,,
HAKODATE CITY CENTRAL LIBRARY　函館再発見。,HAKODATE,CITY,CENTRAL,LIBRARY,函館,発見,,,,,,,,,,,,,,
開国百年ペルリ祭　記念展覧会,開国,百,年,ペルリ,祭,記念,展覧,会,,,,,,,,,,,,
25年第1回　函館競輪,函館,競輪,,,,,,,,,,,,,,,,,,
第5回全道視聴覚教育研究大会,道,視聴覚,教育,研究,大会,,,,,,,,,,,,,,,
第3回函館市視聴覚教育月間,函館,市,視聴覚,教育,月間,,,,,,,,,,,,,,,
第二回視聴覚教育週間,視聴覚,教育,週間,,,,,,,,,,,,,,,,,
第9回函館市理科作品展,函館,市,理科,作品,展,,,,,,,,,,,,,,,
堤鐔コレクション　国宝重美刀剣,堤,鐔,コレクション,国宝,重美,刀剣,,,,,,,,,,,,,,
日本古美術名品展,日本,美術,名品,展,,,,,,,,,,,,,,,,
日本名槍展,日本,名,槍,展,,,,,,,,,,,,,,,,
第11回函館市理科作品展,函館,市,理科,作品,展,,,,,,,,,,,,,,,
五稜郭築城100年記念行事,五稜郭,築城,記念,行事,,,,,,,,,,,,,,,,
はこだて楽焼同好会“土”第1回作品展示会,楽焼,同好,会,土,作品,展示,会,,,,,,,,,,,,,
第7回函館市理科作品展,函館,市,理科,作品,展,,,,,,,,,,,,,,,
大南洋展,南洋,展,,,,,,,,,,,,,,,,,,
飼犬は必ず　保健所へ登録を！,飼犬,保健,所,登録,,,,,,,,,,,,,,,,
海は招く!!　市民海水浴場へどうぞ,海,市民,海水,浴,場,,,,,,,,,,,,,,,
第1回函館市理科作品展示会,函館,市,理科,作品,展示,会,,,,,,,,,,,,,,
第4回函館市理科作品展,函館,市,理科,作品,展,,,,,,,,,,,,,,,
第8回函館市理科作品展,函館,市,理科,作品,展,,,,,,,,,,,,,,,
第10回函館市理科作品展,函館,市,理科,作品,展,,,,,,,,,,,,,,,
江戸時代前期絵画名作,江戸,時代,前期,絵画,名作,,,,,,,,,,,,,,,
日本洋画名作展,日本,洋画,名作,展,,,,,,,,,,,,,,,,
飼犬は必ず登録して下さい,飼犬,登録,,,,,,,,,,,,,,,,,,
青年学級生募集,青年,学級,生,募集,,,,,,,,,,,,,,,,
青年学級生募集,青年,学級,生,募集,,,,,,,,,,,,,,,,
青年学級生募集,青年,学級,生,募集,,,,,,,,,,,,,,,,
図書館分館読書講座　新聞のよみ方,図書,館,分館,読書,講座,新聞,方,,,,,,,,,,,,,
公民館　新春の定期講座,公民,館,新春,定期,講座,,,,,,,,,,,,,,,
3回　大学祭,大学,祭,,,,,,,,,,,,,,,,,,
函館商科短期大学　学生募集,函館,商科,短期,大学,学生,募集,,,,,,,,,,,,,,
水産報国　学生募集,水産,報国,学生,募集,,,,,,,,,,,,,,,,
第三十六回海軍記念日　軍事講演会,海軍,記念,日,軍事,講演,会,,,,,,,,,,,,,,
敬老デー,敬老,デー,,,,,,,,,,,,,,,,,,
興亜運動大講演会,興亜,運動,講演,会,,,,,,,,,,,,,,,,
官立小樽海員養成所生徒募集,官立,小樽,海員,養成,所,生徒,募集,,,,,,,,,,,,,
六月十日　時の記念日,時,記念,日,,,,,,,,,,,,,,,,,
十月二十日　市会議員総選挙,市会,議員,選挙,,,,,,,,,,,,,,,,,
第二期『文学鑑賞講座』受講会員募集!!,文学,鑑賞,講座,受講,会員,募集,,,,,,,,,,,,,,
公民館の英語講座,公民,館,英語,講座,,,,,,,,,,,,,,,,
夏期大学　受講申込みの受付開始!!,夏期,大学,受講,申込み,受付,開始,,,,,,,,,,,,,,
夏季大学講座,夏季,大学,講座,,,,,,,,,,,,,,,,,
夏期大学講座,夏期,大学,講座,,,,,,,,,,,,,,,,,
夏期大学講座,夏期,大学,講座,,,,,,,,,,,,,,,,,
市民のための大学開放講座　文部省委嘱,市民,ため,大学,開放,講座,文部,省,委嘱,,,,,,,,,,,,
市民のための大学開放講座　文部省委嘱,市民,ため,大学,開放,講座,文部,省,委嘱,,,,,,,,,,,,
市民大学講座　第一部,市民,大学,講座,,,,,,,,,,,,,,,,,
市民大学講座　第2部,市民,大学,講座,,,,,,,,,,,,,,,,,
昭和36年度　第3期　成人学校,昭和,36,年,度,成人,学校,,,,,,,,,,,,,,
函館市成人学校　第1期,函館,市,成人,学校,,,,,,,,,,,,,,,,
函館市成人学校　第2期,函館,市,成人,学校,,,,,,,,,,,,,,,,
函館市成人学校　第2期,函館,市,成人,学校,,,,,,,,,,,,,,,,
函館市成人学校　第3期,函館,市,成人,学校,,,,,,,,,,,,,,,,
昭和30年度　函館市成人学校　第1期,昭和,函館,市,成人,学校,,,,,,,,,,,,,,,
昭和30年度　函館市成人学校　第2期,昭和,函館,市,成人,学校,,,,,,,,,,,,,,,
昭和30年度　函館市成人学校　第3期,昭和,函館,市,成人,学校,,,,,,,,,,,,,,,
大東亜戦争一周年記念　決戦突破大運動,東亜,戦争,記念,決戦,突破,運動,,,,,,,,,,,,,,
新穀感謝祭,新穀,感謝,祭,,,,,,,,,,,,,,,,,
奉祝紀元二千六百年　市民奉祝大会　家庭奉祝,奉祝,紀元,市民,奉祝,大会,家庭,奉祝,,,,,,,,,,,,,
満州建国十周年慶祝　大東亜経済建設　展覧会,満州,建国,慶祝,東亜,経済,建設,展覧,会,,,,,,,,,,,,
陸軍恤兵展覧会,陸軍,恤兵,展覧,会,,,,,,,,,,,,,,,,
ファシスタ伊太利亜大展覧会,ファシスタ,伊太利,亜大,展覧,会,,,,,,,,,,,,,,,
銃後奉公大展覧会,銃後,奉公,展覧,会,,,,,,,,,,,,,,,,
勝ち抜く経済展覧会,経済,展覧,会,,,,,,,,,,,,,,,,,
高度国防経済展覧会　経済と海軍力展覧会,国防,経済,展覧,会,経済,海軍,力,展覧,会,,,,,,,,,,,
皇国敬神大会,皇国,敬神,大会,,,,,,,,,,,,,,,,,
支那事変四周年記念行事要項,支那,事変,記念,行事,要項,,,,,,,,,,,,,,,
つゝしみの日　三月二十一日大火災記念日,しみ,日,火災,記念,日,,,,,,,,,,,,,,,
市会議員総選挙　誓って正しく必ず投票,市会,議員,選挙,投票,,,,,,,,,,,,,,,,
紀元二千六百年記念　全国児童愛護運動,紀元,記念,全国,児童,愛護,運動,,,,,,,,,,,,,,
大東亜戦争完遂のため！　土地建物等を売れば,東亜,戦争,完遂,ため,土地,建物,等,,,,,,,,,,,,,
軍人援護強化運動,軍人,援護,強化,運動,,,,,,,,,,,,,,,,
ファンのお正月はこれから絶対豪華陣!!!　20日より　人肌観音　椿姫,ファン,正月,絶対,豪華,陣,人肌,観音,椿姫,,,,,,,,,,,,
銃後奉公強化運動,銃後,奉公,強化,運動,,,,,,,,,,,,,,,,
軍人援護強化運動,軍人,援護,強化,運動,,,,,,,,,,,,,,,,
支那事変二周年記念日,支那,事変,記念,日,,,,,,,,,,,,,,,,
大火災十周年記念日,火災,記念,日,,,,,,,,,,,,,,,,,
HAKODATE CITY CENTRAL LIBRARY　本に逢いに行こう。,HAKODATE,CITY,CENTRAL,LIBRARY,本,,,,,,,,,,,,,,,
さくらまつり,さくら,まつり,,,,,,,,,,,,,,,,,,
第3回函館山市民ハイキング大会,函館,山,市民,ハイキング,大会,,,,,,,,,,,,,,,
第5回函館山市民ハイキング大会,函館,山,市民,ハイキング,大会,,,,,,,,,,,,,,,
第6回函館山市民ハイキング大会,函館,山,市民,ハイキング,大会,,,,,,,,,,,,,,,
第9回函館山市民ハイキング大会,函館,山,市民,ハイキング,大会,,,,,,,,,,,,,,,
第13回函館山市民ハイキング大会,函館,山,市民,ハイキング,大会,,,,,,,,,,,,,,,
昭和25年　国勢調査　十月一日,昭和,国勢,調査,,,,,,,,,,,,,,,,,
昭和二十五年　十月一日　国勢調査,昭和,国勢,調査,,,,,,,,,,,,,,,,,
昭和二十六年　北海道常任人口調査,昭和,北海道,常任,人口,調査,,,,,,,,,,,,,,,
職業訓練生製作品展示即売会,職業,訓練,生,製,作品,展示,即売,会,,,,,,,,,,,,
第9回黒船祭,黒船,祭,,,,,,,,,,,,,,,,,,
ひらり　花の数ほどの出逢い。　HAKODATE,花,数,HAKODATE,,,,,,,,,,,,,,,,,
函館　HAKODATE　この胸いっぱいに、潮風の想い出。「函館」。,函館,HAKODATE,胸,いっぱい,潮風,想い出,函館,,,,,,,,,,,,,
はこだて　冬も、いいね。HAKODATE,冬,HAKODATE,,,,,,,,,,,,,,,,,,
函館　また、いこう。　HAKODATE,函館,HAKODATE,,,,,,,,,,,,,,,,,,
ROMANTIC　HAKODATE　函館　星のように、雪。,ROMANTIC,HAKODATE,函館,星,雪,,,,,,,,,,,,,,,
ROMANTIC　HAKODATE　函館　幻のように、港。,ROMANTIC,HAKODATE,函館,幻,港,,,,,,,,,,,,,,,
HAKODATE　新しい「函館」が動き出す。,HAKODATE,函館,,,,,,,,,,,,,,,,,,
HAKODATE　新しい「函館」が花開く。,HAKODATE,函館,,,,,,,,,,,,,,,,,,
きらり　星の数ほどの情緒。　HAKODATE,星,数,情緒,HAKODATE,,,,,,,,,,,,,,,,
HAKODATE　朝もやの教会、雪の坂道。幼い日の記憶…函館。,HAKODATE,朝もや,教会,雪,坂道,日,記憶,函館,,,,,,,,,,,,
HAKODATE　いつか来た夕暮れの石畳。懐かしさ抱え、歩く・・・函館。,HAKODATE,夕暮れ,石畳,さ,函館,,,,,,,,,,,,,,,
函館　うみのにおい。,函館,うみ,におい,,,,,,,,,,,,,,,,,
函館　ゆきのにおい。,函館,ゆき,におい,,,,,,,,,,,,,,,,,
Hakodate,Hakodate,,,,,,,,,,,,,,,,,,,
Hakodate,Hakodate,,,,,,,,,,,,,,,,,,,